"";"species";"Abrev"
"1";"Leptodactylus savagei";"Lept"
"2";"Thamnophilus atrinucha";"Tham"
"3";"Cathartes burrovianus";"Cath"
"4";"Melanerpes rubricapillus";"Mela"
"5";"Phalacrocorax brasilianus";"Phal"
"6";"Ramphocelus dimidiatus";"Ramp"
"7";"Thraupis episcopus";"Thra"
"8";"Tyrannus melancholicus";"Tyra"
"9";"Ardea cocoi";"Arde"
"10";"Cathartes aura";"Cath"
"11";"Tyrannus dominicensis";"Tyra"
"12";"Butorides virescens";"Buto"
"13";"Coragyps atratus";"Cora"
"14";"Megaceryle torquata";"Mega"
"15";"Quiscalus mexicanus";"Quis"
"16";"Bubulcus ibis";"Bubu"
"17";"Busarellus nigricollis";"Busa"
"18";"Cairina moschata";"Cair"
"19";"Cantorchilus nigricapillus";"Cant"
"20";"Egretta thula";"Egre"
"21";"Hydraena dariensis";"Hydr"
"22";"Anemopaegma chrysoleucum";"Anem"
"23";"Dolichandra unguis-cati";"Doli"
"24";"Ficus maxima";"Ficu"
"25";"Pachira aquatica";"Pach"
"26";"Gilbertolus atratoensis";"Gilb"
"27";"Potamotrygon magdalenae";"Pota"
"28";"Fluvicola pica";"Fluv"
"29";"Pandion haliaetus";"Pand"
"30";"Tyrannus savana";"Tyra"
"31";"Aramus guarauna";"Aram"
"32";"Plegadis falcinellus";"Pleg"
"33";"Buteogallus anthracinus";"Bute"
"34";"Caracara plancus";"Cara"
"35";"Thalasseus maximus";"Thal"
"36";"Phaethornis anthophilus";"Phae"
"37";"Pistia stratiotes";"Pist"
"38";"Annona glabra";"Anno"
"39";"Cymbosema roseum";"Cymb"
"40";"Dalbergia brownei";"Dalb"
"41";"Dalbergia ovalis";"Dalb"
"42";"Ficus dendrocida";"Ficu"
"43";"Hibiscus furcellatus";"Hibi"
"44";"Hiraea faginea";"Hira"
"45";"Hydrocotyle umbellata";"Hydr"
"46";"Inga oerstediana";"Inga"
"47";"Pheucticus ludovicianus";"Pheu"
"48";"Protonotaria citrea";"Prot"
"49";"Saltator coerulescens";"Salt"
"50";"Setophaga petechia";"Seto"
"51";"Sporophila funerea";"Spor"
"52";"Inga vera";"Inga"
"53";"Malouetia guatemalensis";"Malo"
"54";"Oryctanthus cordifolius";"Oryc"
"55";"Paullinia pinnata";"Paul"
"56";"Pentaclethra macroloba";"Pent"
"57";"Prioria copaifera";"Prio"
"58";"Schlegelia parviflora";"Schl"
"59";"Senna reticulata";"Senn"
"60";"Souroubea bicolor";"Sour"
"61";"Struthanthus orbicularis";"Stru"
"62";"Utricularia foliosa";"Utri"
"63";"Zygia latifolia";"Zygi"
"64";"Zygia longifolia";"Zygi"
"65";"Centropomus ensiferus";"Cent"
"66";"Dajaus monticola";"Daja"
"67";"Kronoheros umbrifer";"Kron"
"68";"Pomadasys crocro";"Poma"
"69";"Crotophaga major";"Crot"
"70";"Glaucis hirsutus";"Glau"
"71";"Leucophaeus atricilla";"Leuc"
"72";"Fluvicola nengeta";"Fluv"
"73";"Andinoacara latifrons";"Andi"
"74";"Centropomus undecimalis";"Cent"
"75";"Ctenolucius beani";"Cten"
"76";"Hoplosternum punctatum";"Hopl"
"77";"Roeboides dayi";"Roeb"
"78";"Trachelyopterus insignis";"Trac"
"79";"Elanoides forficatus";"Elan"
"80";"Sternula antillarum";"Ster"
"81";"Egretta caerulea";"Egre"
"82";"Hirundo rustica";"Hiru"
"83";"Ictinia plumbea";"Icti"
"84";"Pilherodius pileatus";"Pilh"
"85";"Tigrisoma lineatum";"Tigr"
"86";"Crotophaga ani";"Crot"
"87";"Fregata magnificens";"Freg"
"88";"Icterus galbula";"Icte"
"89";"Nyctanassa violacea";"Nyct"
"90";"Chauna chavaria";"Chau"
"91";"Herpetotheres cachinnans";"Herp"
"92";"Ardea alba";"Arde"
"93";"Actitis macularius";"Acti"
"94";"Amazona ochrocephala";"Amaz"
"95";"Anhinga anhinga";"Anhi"
"96";"Ara chloropterus";"Ara "
"97";"Bucco noanamae";"Bucc"
"98";"Buteogallus meridionalis";"Bute"
"99";"Cantorchilus leucotis";"Cant"
"100";"Colaptes punctigula";"Cola"
"101";"Donacobius atricapilla";"Dona"
"102";"Dryocopus lineatus";"Dryo"
"103";"Furnarius longirostris";"Furn"
"104";"Geranospiza caerulescens";"Gera"
"105";"Hylophylax naevioides";"Hylo"
"106";"Icterus nigrogularis";"Icte"
"107";"Laniocera rufescens";"Lani"
"108";"Monasa morphoeus";"Mona"
"109";"Myiozetetes cayanensis";"Myio"
"110";"Pteroglossus torquatus";"Pter"
"111";"Querula purpurata";"Quer"
"112";"Sarcoramphus papa";"Sarc"
"113";"Thamnophilus nigriceps";"Tham"
"114";"Troglodytes aedon";"Trog"
"115";"Trogon melanurus";"Trog"
"116";"Persicaria punctata";"Pers"
"117";"Ceratopteris thalictroides";"Cera"
"118";"Pelecanus occidentalis";"Pele"
"119";"Myiarchus panamensis";"Myia"
"120";"Pachyramphus cinnamomeus";"Pach"
"121";"Gustavia superba";"Gust"
"122";"Hasseltia floribunda";"Hass"
"123";"Hirtella racemosa";"Hirt"
"124";"Lecythis tuyrana";"Lecy"
"125";"Passiflora misera";"Pass"
"126";"Passiflora serratodigitata";"Pass"
"127";"Rourea pittieri";"Rour"
"128";"Diospyros inconstans";"Dios"
"129";"Tetracera volubilis";"Tetr"
"130";"Elaenia flavogaster";"Elae"
"131";"Passiflora pittieri";"Pass"
"132";"Butorides striata";"Buto"
"133";"Montrichardia arborescens";"Mont"
"134";"Miconia dentata";"Mico"
"135";"Mascagnia ovatifolia";"Masc"
"136";"Casearia aculeata";"Case"
"137";"Cordia protracta";"Cord"
"138";"Isertia haenkeana";"Iser"
"139";"Solanum arboreum";"Sola"
"140";"Talipariti pernambucense";"Tali"
"141";"Vigna unguiculata";"Vign"
"142";"Geonoma cuneata";"Geon"
"143";"Calophyllum brasiliense";"Calo"
"144";"Inga pezizifera";"Inga"
"145";"Mikania micrantha";"Mika"
"146";"Otoba scottmorii";"Otob"
"147";"Chrysuronia coeruleogularis";"Chry"
"148";"Euphonia laniirostris";"Euph"
"149";"Leiothlypis peregrina";"Leio"
"150";"Bronwenia wurdackii";"Bron"
"151";"Saccoloma elegans";"Sacc"
"152";"Desmoncus myriacanthos";"Desm"
"153";"Bignonia aequinoctialis";"Bign"
"154";"Souroubea sympetala";"Sour"
"155";"Diospyros amanap";"Dios"
"156";"Pachyramphus rufus";"Pach"
"157";"Camptostoma obsoletum";"Camp"
"158";"Coereba flaveola";"Coer"
"159";"Geothlypis philadelphia";"Geot"
"160";"Myiozetetes similis";"Myio"
"161";"Myrmeciza longipes";"Myrm"
"162";"Piranga rubra";"Pira"
"163";"Saltator maximus";"Salt"
"164";"Saltator striatipectus";"Salt"
"165";"Sporophila minuta";"Spor"
"166";"Sturnella militaris";"Stur"
"167";"Thamnophilus doliatus";"Tham"
"168";"Volatinia jacarina";"Vola"
"169";"Piper darienense";"Pipe"
"170";"Wettinia radiata";"Wett"
"171";"Brownea stenantha";"Brow"
"172";"Dipteryx oleifera";"Dipt"
"173";"Gustavia nana";"Gust"
"174";"Hirtella mutisii";"Hirt"
"175";"Inga mucuna";"Inga"
"176";"Inga sapindoides";"Inga"
"177";"Picramnia latifolia";"Picr"
"178";"Couepia guianensis";"Coue"
"179";"Grias cauliflora";"Gria"
"180";"Pontederia crassipes";"Pont"
"181";"Caiman crocodilus";"Caim"
"182";"Annona spraguei";"Anno"
"183";"Clavija mezii";"Clav"
"184";"Desmopsis panamensis";"Desm"
"185";"Ephedranthus columbianus";"Ephe"
"186";"Guatteria cargadero";"Guat"
"187";"Guatteria tonduzii";"Guat"
"188";"Coccoloba lehmannii";"Cocc"
"189";"Machaerium capote";"Mach"
"190";"Buteo nitidus";"Bute"
"191";"Buteo brachyurus";"Bute"
"192";"Piper gorgonillense";"Pipe"
"193";"Piper melanocladum";"Pipe"
"194";"Piper rectamentum";"Pipe"
"195";"Piper seducentifolium";"Pipe"
"196";"Piper subvariabile";"Pipe"
"197";"Anthurium friedrichsthalii";"Anth"
"198";"Cissus descoingsii";"Ciss"
"199";"Guatteria darienensis";"Guat"
"200";"Cariniana pyriformis";"Cari"
"201";"Microdesmia arborea";"Micr"
"202";"Anthurium clavigerum";"Anth"
"203";"Sarcomphalus cinnamomum";"Sarc"
"204";"Eschweilera calyculata";"Esch"
"205";"Faramea luteovirens";"Fara"
"206";"Matisia arteagensis";"Mati"
"207";"Miconia quinquenervia";"Mico"
"208";"Passiflora seemannii";"Pass"
"209";"Erythroxylum panamense";"Eryt"
"210";"Canavalia rosea";"Cana"
"211";"Dalbergia ecastaphyllum";"Dalb"
"212";"Machaerium lunatum";"Mach"
"213";"Vigna luteola";"Vign"
"214";"Campylorhynchus griseus";"Camp"
"215";"Galbula ruficauda";"Galb"
"216";"Hypnelus ruficollis";"Hypn"
"217";"Picumnus olivaceus";"Picu"
"218";"Pitangus lictor";"Pita"
"219";"Pitangus sulphuratus";"Pita"
"220";"Rupornis magnirostris";"Rupo"
"221";"Saltator olivascens";"Salt"
"222";"Setophaga castanea";"Seto"
"223";"Thraupis palmarum";"Thra"
"224";"Tringa semipalmata";"Trin"
"225";"Xiphorhynchus picus";"Xiph"
"226";"Annona exsucca";"Anno"
"227";"Celeus loricatus";"Cele"
"228";"Chrysuronia goudoti";"Chry"
"229";"Marcgravia crenata";"Marc"
"230";"Marcgravia nepenthoides";"Marc"
"231";"Cuniculus paca";"Cuni"
"232";"Didelphis marsupialis";"Dide"
"233";"Sporophila intermedia";"Spor"
"234";"Tityra semifasciata";"Tity"
"235";"Veniliornis kirkii";"Veni"
"236";"Vireo olivaceus";"Vire"
"237";"Cojoba rufescens";"Cojo"
"238";"Cyanocompsa cyanoides";"Cyan"
"239";"Dendrocygna autumnalis";"Dend"
"240";"Tyrannus tyrannus";"Tyra"
"241";"Vanellus chilensis";"Vane"
"242";"Lontra longicaudis";"Lont"
"243";"Aramides cajanea";"Aram"
"244";"Phimosus infuscatus";"Phim"
"245";"Psarocolius decumanus";"Psar"
"246";"Gampsonyx swainsonii";"Gamp"
"247";"Jabiru mycteria";"Jabi"
"248";"Machetornis rixosa";"Mach"
"249";"Notharchus tectus";"Noth"
"250";"Ortalis garrula";"Orta"
"251";"Parkesia noveboracensis";"Park"
"252";"Patagioenas cayennensis";"Pata"
"253";"Piranga olivacea";"Pira"
"254";"Polyerata amabilis";"Poly"
"255";"Porphyrio martinica";"Porp"
"256";"Progne tapera";"Prog"
"257";"Psarocolius wagleri";"Psar"
"258";"Sakesphorus canadensis";"Sake"
"259";"Sporophila corvina";"Spor"
"260";"Stilpnia larvata";"Stil"
"261";"Sturnella magna";"Stur"
"262";"Synallaxis albescens";"Syna"
"263";"Todirostrum cinereum";"Todi"
"264";"Todirostrum nigriceps";"Todi"
"265";"Turdus grayi";"Turd"
"266";"Tyrannulus elatus";"Tyra"
"267";"Trichechus manatus";"Tric"
"268";"Catharus minimus";"Cath"
"269";"Nyctidromus albicollis";"Nyct"
"270";"Pheugopedius fasciatoventris";"Pheu"
"271";"Ramphastos ambiguus";"Ramp"
"272";"Saguinus oedipus";"Sagu"
"273";"Panthera onca";"Pant"
"274";"Sus scrofa";"Sus "
"275";"Tapirus terrestris";"Tapi"
"276";"Tupinambis teguixin";"Tupi"
"277";"Procyon cancrivorus";"Proc"
"278";"Leopardus pardalis";"Leop"
"279";"Capito maculicoronatus";"Capi"
"280";"Anthurium salviniae";"Anth"
"281";"Gloeospermum sphaerocarpum";"Gloe"
"282";"Guarea glabra";"Guar"
"283";"Trichilia poeppigii";"Tric"
"284";"Marmosa isthmica";"Marm"
"285";"Amazilia tzacatl";"Amaz"
"286";"Attila spadiceus";"Atti"
"287";"Chloroceryle aenea";"Chlo"
"288";"Chloroceryle inda";"Chlo"
"289";"Chrysomus icterocephalus";"Chry"
"290";"Columbina minuta";"Colu"
"291";"Crypturellus soui";"Cryp"
"292";"Egretta tricolor";"Egre"
"293";"Eudocimus albus";"Eudo"
"294";"Falco sparverius";"Falc"
"295";"Formicivora intermedia";"Form"
"296";"Megarynchus pitangua";"Mega"
"297";"Myiodynastes maculatus";"Myio"
"298";"Myiopagis viridicata";"Myio"
"299";"Riparia riparia";"Ripa"
"300";"Chloroceryle amazona";"Chlo"
"301";"Chloroceryle americana";"Chlo"
"302";"Stelgidopteryx ruficollis";"Stel"
"303";"Tachycineta albiventer";"Tach"
"304";"Tringa solitaria";"Trin"
"305";"Amazona farinosa";"Amaz"
"306";"Ciconia maguari";"Cico"
"307";"Passerina cyanea";"Pass"
"308";"Quiscalus lugubris";"Quis"
"309";"Urocyon cinereoargenteus";"Uroc"
"310";"Agamia agami";"Agam"
"311";"Helicolestes hamatus";"Heli"
"312";"Catharus ustulatus";"Cath"
"313";"Coccyzus americanus";"Cocc"
"314";"Cochlearius cochlearius";"Coch"
"315";"Columbina talpacoti";"Colu"
"316";"Contopus virens";"Cont"
"317";"Icterus auricapillus";"Icte"
"318";"Mimus gilvus";"Mimu"
"319";"Notharchus hyperrhynchus";"Noth"
"320";"Nyctibius grandis";"Nyct"
"321";"Nyctibius griseus";"Nyct"
"322";"Penelope purpurascens";"Pene"
"323";"Theristicus caudatus";"Ther"
"324";"Proechimys semispinosus";"Proe"
"325";"Cacicus cela";"Caci"
"326";"Molothrus oryzivorus";"Molo"
"327";"Momotus subrufescens";"Momo"
"328";"Myiodynastes luteiventris";"Myio"
"329";"Ramphastos sulfuratus";"Ramp"
"330";"Leptotila verreauxi";"Lept"
"331";"Platalea ajaja";"Plat"
"332";"Myiornis atricapillus";"Myio"
"333";"Trogon massena";"Trog"
"334";"Contopus cooperi";"Cont"
"335";"Milvago chimachima";"Milv"
"336";"Tinamus major";"Tina"
"337";"Oryza sativa";"Oryz"
"338";"Crotophaga sulcirostris";"Crot"
"339";"Cebus capucinus";"Cebu"
"340";"Rhabdadenia biflora";"Rhab"
"341";"Rustia occidentalis";"Rust"
"342";"Stigmaphyllon bannisterioides";"Stig"
"343";"Rhizophora mangle";"Rhiz"
"344";"Allamanda cathartica";"Alla"
"345";"Avicennia germinans";"Avic"
"346";"Cassytha filiformis";"Cass"
"347";"Hibiscus bifurcatus";"Hibi"
"348";"Laguncularia racemosa";"Lagu"
"349";"Lonchocarpus macrophyllus";"Lonc"
"350";"Margaritaria nobilis";"Marg"
"351";"Certhiaxis cinnamomeus";"Cert"
"352";"Crax rubra";"Crax"
"353";"Poecilotriccus sylvia";"Poec"
"354";"Leptodactylus colombiensis";"Lept"
"355";"Elanus leucurus";"Elan"
"356";"Epinecrophylla fulviventris";"Epin"
"357";"Furnarius leucopus";"Furn"
"358";"Hydrochoerus isthmius";"Hydr"
"359";"Anthracothorax nigricollis";"Anth"
"360";"Arremonops conirostris";"Arre"
"361";"Bubo virginianus";"Bubo"
"362";"Coccyzus pumilus";"Cocc"
"363";"Empidonax virescens";"Empi"
"364";"Formicarius analis";"Form"
"365";"Malacoptila panamensis";"Mala"
"366";"Piaya cayana";"Piay"
"367";"Gonatodes albogularis";"Gona"
"368";"Loxopholis rugiceps";"Loxo"
"369";"Anolis tropidogaster";"Anol"
"370";"Kinosternon leucostomum";"Kino"
"371";"Diasporus gularis";"Dias"
"372";"Aniba puchury-minor";"Anib"
"373";"Annona hayesii";"Anno"
"374";"Apeiba glabra";"Apei"
"375";"Aphelandra hartwegiana";"Aphe"
"376";"Ardisia guianensis";"Ardi"
"377";"Bignonia binata";"Bign"
"378";"Bixa orellana";"Bixa"
"379";"Blakea watsonii";"Blak"
"380";"Brosimum utile";"Bros"
"381";"Brownea multijuga";"Brow"
"382";"Bunchosia brevisurcularis";"Bunc"
"383";"Boana crepitans";"Boan"
"384";"Castilla tunu";"Cast"
"385";"Cedrela odorata";"Cedr"
"386";"Chrysochlamys dependens";"Chry"
"387";"Casearia arguta";"Case"
"388";"Casearia sylvestris";"Case"
"389";"Inga vismiifolia";"Inga"
"390";"Iryanthera ulei";"Irya"
"391";"Aechmea tillandsioides";"Aech"
"392";"Anthurium ochranthum";"Anth"
"393";"Monstera obliqua";"Mons"
"394";"Alchornea costaricensis";"Alch"
"395";"Anacardium excelsum";"Anac"
"396";"Andira inermis";"Andi"
"397";"Byttneria aurantiaca";"Bytt"
"398";"Calyptrion arboreum";"Caly"
"399";"Ixora nicaraguensis";"Ixor"
"400";"Klarobelia anomala";"Klar"
"401";"Prestonia portobellensis";"Pres"
"402";"Prionostemma aspera";"Prio"
"403";"Chrysophyllum argenteum";"Chry"
"404";"Chrysophyllum cainito";"Chry"
"405";"Clibadium surinamense";"Clib"
"406";"Clusia loranthacea";"Clus"
"407";"Columnea purpurata";"Colu"
"408";"Connarus panamensis";"Conn"
"409";"Coussapoa asperifolia";"Cous"
"410";"Cupania seemannii";"Cupa"
"411";"Cymbopetalum lanugipetalum";"Cymb"
"412";"Dalechampia tiliifolia";"Dale"
"413";"Deguelia densiflora";"Degu"
"414";"Dendropanax arboreus";"Dend"
"415";"Desmopsis dukei";"Desm"
"416";"Diospyros artanthifolia";"Dios"
"417";"Doliocarpus major";"Doli"
"418";"Doliocarpus olivaceus";"Doli"
"419";"Mendoncia antioquiensis";"Mend"
"420";"Miconia cionotricha";"Mico"
"421";"Miconia neoepiphytica";"Mico"
"422";"Miconia trichocalyx";"Mico"
"423";"Mikania parviflora";"Mika"
"424";"Strychnos toxifera";"Stry"
"425";"Stylogyne longifolia";"Styl"
"426";"Swartzia simplex";"Swar"
"427";"Tabernaemontana grandiflora";"Tabe"
"428";"Tabernaemontana longipes";"Tabe"
"429";"Eschweilera antioquensis";"Esch"
"430";"Eschweilera integrifolia";"Esch"
"431";"Ficus hartwegii";"Ficu"
"432";"Ficus paraensis";"Ficu"
"433";"Fischeria billbergiana";"Fisc"
"434";"Fleischmannia microstemon";"Flei"
"435";"Garcinia madruno";"Garc"
"436";"Garcinia recondita";"Garc"
"437";"Guarea guidonia";"Guar"
"438";"Guarea kunthiana";"Guar"
"439";"Guazuma ulmifolia";"Guaz"
"440";"Hampea punctulata";"Hamp"
"441";"Heliotropium cuspidatum";"Heli"
"442";"Hylenaea praecelsa";"Hyle"
"443";"Inga ingoides";"Inga"
"444";"Inga punctata";"Inga"
"445";"Inga sertulifera";"Inga"
"446";"Inga spectabilis";"Inga"
"447";"Inga umbellifera";"Inga"
"448";"Protium puncticulatum";"Prot"
"449";"Pseudolmedia rigida";"Pseu"
"450";"Psittacanthus rhynchanthus";"Psit"
"451";"Psychotria horizontalis";"Psyc"
"452";"Psychotria micrantha";"Psyc"
"453";"Psychotria psychotriifolia";"Psyc"
"454";"Psychotria racemosa";"Psyc"
"455";"Pterocarpus officinalis";"Pter"
"456";"Quararibea asterolepis";"Quar"
"457";"Quararibea pterocalyx";"Quar"
"458";"Ronabea emetica";"Rona"
"459";"Rourea glabra";"Rour"
"460";"Lacistema aggregatum";"Laci"
"461";"Lacmellea panamensis";"Lacm"
"462";"Leretia cordata";"Lere"
"463";"Machaerium kegelii";"Mach"
"464";"Malvaviscus williamsii";"Malv"
"465";"Maquira guianensis";"Maqu"
"466";"Matisia sanblasensis";"Mati"
"467";"Mortoniodendron rostratum";"Mort"
"468";"Myrcia neospeciosa";"Myrc"
"469";"Nectandra lineata";"Nect"
"470";"Notopleura uliginosa";"Noto"
"471";"Odontadenia verrucosa";"Odon"
"472";"Odontocarya truncata";"Odon"
"473";"Olmedia aspera";"Olme"
"474";"Otoba acuminata";"Otob"
"475";"Ouratea lucens";"Oura"
"476";"Oxandra panamensis";"Oxan"
"477";"Palicourea deflexa";"Pali"
"478";"Palicourea hebeclada";"Pali"
"479";"Palicourea hoffmannseggiana";"Pali"
"480";"Parmentiera stenocarpa";"Parm"
"481";"Paullinia alata";"Paul"
"482";"Paullinia fuscescens";"Paul"
"483";"Paullinia spicata";"Paul"
"484";"Paullinia spicithyrsa";"Paul"
"485";"Pavonia fruticosa";"Pavo"
"486";"Pentagonia pinnatifida";"Pent"
"487";"Perebea xanthochyma";"Pere"
"488";"Pilea imparifolia";"Pile"
"489";"Pleuranthodendron lindenii";"Pleu"
"490";"Posoqueria latifolia";"Poso"
"491";"Pouteria subrotata";"Pout"
"492";"Sanchezia macrocnemis";"Sanc"
"493";"Sarcaulus brasiliensis";"Sarc"
"494";"Turpinia occidentalis";"Turp"
"495";"Unonopsis pacifica";"Unon"
"496";"Vasconcellea goudotiana";"Vasc"
"497";"Virola dixonii";"Viro"
"498";"Virola loretensis";"Viro"
"499";"Virola surinamensis";"Viro"
"500";"Warszewiczia coccinea";"Wars"
"501";"Schnella glabra";"Schn"
"502";"Senna bacillaris";"Senn"
"503";"Senna dariensis";"Senn"
"504";"Serjania mexicana";"Serj"
"505";"Sida acuta";"Sida"
"506";"Siparuna guianensis";"Sipa"
"507";"Sloanea zuliaensis";"Sloa"
"508";"Solanum microleprodes";"Sola"
"509";"Sorocea affinis";"Soro"
"510";"Spondias mombin";"Spon"
"511";"Sterculia apetala";"Ster"
"512";"Tabernaemontana markgrafiana";"Tabe"
"513";"Campephilus melanoleucos";"Camp"
"514";"Buteogallus urubitinga";"Bute"
"515";"Talisia macrophylla";"Tali"
"516";"Tetragastris panamensis";"Tetr"
"517";"Thevetia ahouai";"Thev"
"518";"Tocoyena costanensis";"Toco"
"519";"Trema micranthum";"Trem"
"520";"Trichilia pallida";"Tric"
"521";"Trichilia quadrijuga";"Tric"
"522";"Trophis racemosa";"Trop"
"523";"Tigrisoma mexicanum";"Tigr"
"524";"Ardea herodias";"Arde"
"525";"Arenaria interpres";"Aren"
"526";"Buteo albonotatus";"Bute"
"527";"Buteo platypterus";"Bute"
"528";"Calidris pusilla";"Cali"
"529";"Chrysuronia lilliae";"Chry"
"530";"Chlidonias niger";"Chli"
"531";"Empidonax alnorum";"Empi"
"532";"Falco femoralis";"Falc"
"533";"Florisuga mellivora";"Flor"
"534";"Gelochelidon nilotica";"Gelo"
"535";"Cyanocorax affinis";"Cyan"
"536";"Ortalis cinereiceps";"Orta"
"537";"Phaethornis longirostris";"Phae"
"538";"Hydroprogne caspia";"Hydr"
"539";"Hylophilus aurantiifrons";"Hylo"
"540";"Ibycter americanus";"Ibyc"
"541";"Heliothryx barroti";"Heli"
"542";"Mycteria americana";"Myct"
"543";"Sternula superciliaris";"Ster"
"544";"Rattus norvegicus";"Ratt"
"545";"Jacana jacana";"Jaca"
"546";"Melanerpes pucherani";"Mela"
"547";"Micrastur semitorquatus";"Micr"
"548";"Microcerculus marginatus";"Micr"
"549";"Myiarchus crinitus";"Myia"
"550";"Myiarchus tyrannulus";"Myia"
"551";"Myiopagis gaimardii";"Myio"
"552";"Spiza americana";"Spiz"
"553";"Spizaetus melanoleucus";"Spiz"
"554";"Thalasseus sandvicensis";"Thal"
"555";"Pionus menstruus";"Pion"
"556";"Pluvialis squatarola";"Pluv"
"557";"Polioptila plumbea";"Poli"
"558";"Progne chalybea";"Prog"
"559";"Icterus spurius";"Icte"
"560";"Threnetes ruckeri";"Thre"
"561";"Tigrisoma fasciatum";"Tigr"
"562";"Tringa flavipes";"Trin"
"563";"Boana boans";"Boan"
"564";"Megascops choliba";"Mega"
"565";"Bradypus variegatus";"Brad"
"566";"Philander opossum";"Phil"
"567";"Rostrhamus sociabilis";"Rost"
"568";"Miconia longifolia";"Mico"
"569";"Alouatta seniculus";"Alou"
"570";"Zanthoxylum riedelianum";"Zant"
"571";"Iguana iguana";"Igua"
"572";"Davilla kunthii";"Davi"
"573";"Anomospermum chloranthum";"Anom"
"574";"Passiflora quadrangularis";"Pass"
"575";"Limnocharis flava";"Limn"
"576";"Falco peregrinus";"Falc"
"577";"Gurania makoyana";"Gura"
"578";"Gustavia grandibracteata";"Gust"
"579";"Heliotropium verdcourtii";"Heli"
"580";"Inga edulis";"Inga"
"581";"Inga marginata";"Inga"
"582";"Ipomoea squamosa";"Ipom"
"583";"Ludwigia decurrens";"Ludw"
"584";"Ludwigia latifolia";"Ludw"
"585";"Macropsychanthus malacocarpus";"Macr"
"586";"Maripa panamensis";"Mari"
"587";"Piper marginatum";"Pipe"
"588";"Hypolytrum schraderianum";"Hypo"
"589";"Ocellochloa stolonifera";"Ocel"
"590";"Selaginella arthritica";"Sela"
"591";"Selaginella haematodes";"Sela"
"592";"Capparidastrum osmanthum";"Capp"
"593";"Cestrum schlechtendalii";"Cest"
"594";"Chrysochlamys membranacea";"Chry"
"595";"Cissus erosa";"Ciss"
"596";"Cissus verticillata";"Ciss"
"597";"Combretum fruticosum";"Comb"
"598";"Combretum laxum";"Comb"
"599";"Erythrina costaricensis";"Eryt"
"600";"Euphorbia prostrata";"Euph"
"601";"Fridericia candicans";"Frid"
"602";"Thinouia trifoliolata";"Thin"
"603";"Catharus fuscescens";"Cath"
"604";"Setophaga fusca";"Seto"
"605";"Mikania rufa";"Mika"
"606";"Trichilia martiana";"Tric"
"607";"Triplaris americana";"Trip"
"608";"Zygia dissitiflora";"Zygi"
"609";"Adiantum latifolium";"Adia"
"610";"Adiantum petiolatum";"Adia"
"611";"Acalypha diversifolia";"Acal"
"612";"Mimosa pigra";"Mimo"
"613";"Pachyptera kerere";"Pach"
"614";"Passiflora vitifolia";"Pass"
"615";"Pavonia castaneifolia";"Pavo"
"616";"Peperomia macrostachyos";"Pepe"
"617";"Peperomia rotundifolia";"Pepe"
"618";"Piper augustum";"Pipe"
"619";"Piper carrilloanum";"Pipe"
"620";"Piper divaricatum";"Pipe"
"621";"Pisonia aculeata";"Piso"
"622";"Pisonia macranthocarpa";"Piso"
"623";"Prestonia haughtii";"Pres"
"624";"Psychotria grandis";"Psyc"
"625";"Psychotria marginata";"Psyc"
"626";"Sabicea villosa";"Sabi"
"627";"Schlegelia fastigiata";"Schl"
"628";"Sicydium tamnifolium";"Sicy"
"629";"Solanum uncinellum";"Sola"
"630";"Solanum volubile";"Sola"
"631";"Spermacoce ocymifolia";"Sper"
"632";"Sphenoclea zeylanica";"Sphe"
"633";"Stigmaphyllon puberum";"Stig"
"634";"Struchium sparganophorum";"Stru"
"635";"Strychnos panamensis";"Stry"
"636";"Tetrapterys seemannii";"Tetr"
"637";"Thevetia nitida";"Thev"
"638";"Trichanthera gigantea";"Tric"
"639";"Campyloneurum repens";"Camp"
"640";"Goniopteris gemmulifera";"Goni"
"641";"Microgramma persicariifolia";"Micr"
"642";"Pityrogramma calomelanos";"Pity"
"643";"Pleopeltis panamensis";"Pleo"
"644";"Trichomanes diversifrons";"Tric"
"645";"Mniotilta varia";"Mnio"
"646";"Setophaga ruticilla";"Seto"
"647";"Setophaga striata";"Seto"
"648";"Vireo altiloquus";"Vire"
"649";"Brotogeris jugularis";"Brot"
"650";"Myiarchus tuberculifer";"Myia"
"651";"Tangara inornata";"Tang"
"652";"Myrmotherula axillaris";"Myrm"
"653";"Contopus cinereus";"Cont"
"654";"Tityra inquisitor";"Tity"
"655";"Colonia colonus";"Colo"
"656";"Hylophilus flavipes";"Hylo"
"657";"Icterus mesomelas";"Icte"
"658";"Legatus leucophaius";"Lega"
"659";"Molothrus bonariensis";"Molo"
"660";"Tapera naevia";"Tape"
"661";"Falco columbarius";"Falc"
"662";"Forpus conspicillatus";"Forp"
"663";"Arremon aurantiirostris";"Arre"
"664";"Chalybura urochrysia";"Chal"
"665";"Crypturellus berlepschi";"Cryp"
"666";"Dacnis venusta";"Dacn"
"667";"Henicorhina leucosticta";"Heni"
"668";"Leucopternis albicollis";"Leuc"
"669";"Limosa fedoa";"Limo"
"670";"Manacus vitellinus";"Mana"
"671";"Mionectes oleagineus";"Mion"
"672";"Myrmotherula pacifica";"Myrm"
"673";"Nonnula frontalis";"Nonn"
"674";"Phaethornis striigularis";"Phae"
"675";"Psarocolius cassini";"Psar"
"676";"Vireo flavoviridis";"Vire"
